EiC,CX,10,5100,510,2016-01-02
EiC,CX,38,10850,285.5,2016-01-03
EiC,CX,21,8550,407.1,2016-01-04
EiC,CX,31,10300,332.3,2016-01-05
EiC,CX,34,8650,254.4,2016-01-06
EiC,CX,41,10750,262.2,2016-01-07
EiC,CX,61,16400,268.9,2016-01-08
EiC,CX,11,2900,263.6,2016-01-09
EiC,CX,39,11050,283.3,2016-01-10
EiC,CX,46,13000,282.6,2016-01-11
EiC,CX,34,10200,300,2016-01-12
EiC,CX,35,10050,287.1,2016-01-13
EiC,CX,34,10900,320.6,2016-01-14
EiC,CX,56,17850,318.8,2016-01-15
EiC,CX,38,15350,403.9,2016-01-16
EiC,CX,94,26850,285.6,2016-01-17
EiC,CX,85,26000,305.9,2016-01-18
EiC,CX,84,25450,303,2016-01-19
EiC,CX,35,11750,335.7,2016-01-20
EiC,CX,29,10200,351.7,2016-01-21
EiC,CX,77,32000,415.6,2016-01-22
EiC,CX,205,106750,520.7,2016-01-23
EiC,CX,116,61550,530.6,2016-01-24
EiC,CX,58,17250,297.4,2016-01-25
EiC,CX,236,67950,287.9,2016-01-26
EiC,CX,36,10700,297.2,2016-01-27
EiC,CX,28,7600,271.4,2016-01-28
EiC,CX,95,25850,272.1,2016-01-29
EiC,CX,21,7150,340.5,2016-01-30
EiC,CX,29,10200,351.7,2016-01-31
EiC,CX,66,19800,300,2016-02-01
EiC,CX,48,12700,264.6,2016-02-02
EiC,CX,32,9550,298.4,2016-02-03
EiC,CX,73,18400,252.1,2016-02-04
EiC,CX,25,7950,318,2016-02-05
EiC,CX,16,4700,293.8,2016-02-06
EiC,CX,24,6500,270.8,2016-02-07
EiC,CX,87,25200,289.7,2016-02-08
EiC,CX,35,11000,314.3,2016-02-09
EiC,CX,16,4350,271.9,2016-02-10
EiC,CX,18,5000,277.8,2016-02-11
EiC,CX,26,7500,288.5,2016-02-12
EiC,CX,16,4650,290.6,2016-02-13
EiC,CX,22,6550,297.7,2016-02-14
EiC,CX,31,8400,271,2016-02-15
EiC,CX,29,9350,322.4,2016-02-16
EiC,CX,39,13550,347.4,2016-02-17
EiC,CX,24,8950,372.9,2016-02-18
EiC,CX,27,9500,351.9,2016-02-19
EiC,CX,16,5550,346.9,2016-02-20
EiC,CX,16,6100,381.3,2016-02-21
EiC,CX,30,8300,276.7,2016-02-22
EiC,CX,34,9200,270.6,2016-02-23
EiC,CX,34,9800,288.2,2016-02-24
EiC,CX,32,9750,304.7,2016-02-25
EiC,CX,31,8750,282.3,2016-02-26
EiC,CX,12,4900,408.3,2016-02-27
EiC,CX,33,9300,281.8,2016-02-28
EiC,CX,42,11150,265.5,2016-02-29
EiC,CX,43,12300,286,2016-03-01
EiC,CX,49,14700,300,2016-03-02
EiC,CX,38,10350,272.4,2016-03-03
EiC,CX,83,22800,274.7,2016-03-04
EiC,CX,25,6250,250,2016-03-05
EiC,CX,21,6100,290.5,2016-03-06
EiC,CX,44,12750,289.8,2016-03-07
EiC,CX,35,11000,314.3,2016-03-08
EiC,CX,47,12800,272.3,2016-03-09
EiC,CX,37,10100,273,2016-03-10
EiC,CX,58,16900,291.4,2016-03-11
EiC,CX,15,6900,460,2016-03-12
EiC,CX,12,4050,337.5,2016-03-13
EiC,CX,27,10600,392.6,2016-03-14
EiC,CX,36,11150,309.7,2016-03-15
EiC,CX,29,8800,303.4,2016-03-16
EiC,CX,36,9700,269.4,2016-03-17
EiC,CX,39,11450,293.6,2016-03-18
EiC,CX,12,5100,425,2016-03-19
EiC,CX,255,72150,282.9,2016-03-20
EiC,CX,276,75650,274.1,2016-03-21
EiC,CX,180,54400,302.2,2016-03-22
EiC,CX,199,57050,286.7,2016-03-23
EiC,CX,185,54200,293,2016-03-24
EiC,CX,158,51200,324.1,2016-03-25
EiC,CX,95,33950,357.4,2016-03-26
EiC,CX,103,34250,332.5,2016-03-27
EiC,CX,160,46550,290.9,2016-03-28
EiC,CX,165,47650,288.8,2016-03-29
EiC,CX,166,51000,307.2,2016-03-30
EiC,CX,306,85500,279.4,2016-03-31
EiC,CX,147,48500,329.9,2016-04-01
EiC,CX,92,33800,367.4,2016-04-02
EiC,CX,67,22200,331.3,2016-04-03
EiC,CX,53,17750,334.9,2016-04-04
EiC,CX,75,24300,324,2016-04-05
EiC,CX,106,32000,301.9,2016-04-06
EiC,CX,247,75700,306.5,2016-04-07
EiC,CX,57,17150,300.9,2016-04-08
EiC,CX,128,36050,281.6,2016-04-09
EiC,CX,27,7950,294.4,2016-04-10
EiC,CX,37,11700,316.2,2016-04-11
EiC,CX,65,17950,276.2,2016-04-12
EiC,CX,67,17250,257.5,2016-04-13
EiC,CX,56,16400,292.9,2016-04-14
EiC,CX,51,14500,284.3,2016-04-15
EiC,CX,35,11000,314.3,2016-04-16
EiC,CX,37,12650,341.9,2016-04-17
EiC,CX,39,12900,330.8,2016-04-18
EiC,CX,38,11350,298.7,2016-04-19
EiC,CX,34,9900,291.2,2016-04-20
EiC,CX,38,11750,309.2,2016-04-21
EiC,CX,45,12300,273.3,2016-04-22
EiC,CX,12,3350,279.2,2016-04-23
EiC,CX,29,7250,250,2016-04-24
EiC,CX,40,10350,258.8,2016-04-25
EiC,CX,67,21350,318.7,2016-04-26
EiC,CX,744,201050,270.2,2016-04-27
EiC,CX,140,36250,258.9,2016-04-28
EiC,CX,54,14650,271.3,2016-04-29
EiC,CX,24,8600,358.3,2016-04-30
EiC,CX,22,7950,361.4,2016-05-01
EiC,CX,41,11950,291.5,2016-05-02
EiC,CX,36,11800,327.8,2016-05-03
EiC,CX,66,17550,265.9,2016-05-04
EiC,CX,28,10650,380.4,2016-05-05
EiC,CX,28,8750,312.5,2016-05-06
EiC,CX,7,1750,250,2016-05-07
EiC,CX,15,4950,330,2016-05-08
EiC,CX,38,10350,272.4,2016-05-09
EiC,CX,45,12900,286.7,2016-05-10
EiC,CX,76,21950,288.8,2016-05-11
EiC,CX,60,17800,296.7,2016-05-12
EiC,CX,137,34400,251.1,2016-05-13
EiC,CX,70,18000,257.1,2016-05-14
EiC,CX,27,7100,263,2016-05-15
EiC,CX,19,5800,305.3,2016-05-16
EiC,CX,27,7750,287,2016-05-17
EiC,CX,40,12100,302.5,2016-05-18
EiC,CX,196,52500,267.9,2016-05-19
EiC,CX,55,16200,294.5,2016-05-20
EiC,CX,42,13450,320.2,2016-05-21
EiC,CX,47,14000,297.9,2016-05-22
EiC,CX,83,23850,287.3,2016-05-23
EiC,CX,59,17550,297.5,2016-05-24
EiC,CX,41,11100,270.7,2016-05-25
EiC,CX,128,33650,262.9,2016-05-26
EiC,CX,65,17600,270.8,2016-05-27
EiC,CX,54,15150,280.6,2016-05-28
EiC,CX,65,16750,257.7,2016-05-29
EiC,CX,120,32900,274.2,2016-05-30
EiC,CX,115,32250,280.4,2016-05-31
EiC,CX,92,23850,259.2,2016-06-01
EiC,CX,138,35450,256.9,2016-06-02
EiC,CX,124,35800,288.7,2016-06-03
EiC,CX,62,17400,280.6,2016-06-04
EiC,CX,86,24400,283.7,2016-06-05
EiC,CX,66,19650,297.7,2016-06-06
EiC,CX,84,24100,286.9,2016-06-07
EiC,CX,94,24850,264.4,2016-06-08
EiC,CX,73,19850,271.9,2016-06-09
EiC,CX,65,17550,270,2016-06-10
EiC,CX,128,36250,283.2,2016-06-11
EiC,CX,201,55050,273.9,2016-06-12
EiC,CX,240,68000,283.3,2016-06-13
EiC,CX,303,83550,275.7,2016-06-14
EiC,CX,117,33400,285.5,2016-06-15
EiC,CX,74,20850,281.8,2016-06-16
EiC,CX,229,61450,268.3,2016-06-17
EiC,CX,70,20100,287.1,2016-06-18
EiC,CX,67,21050,314.2,2016-06-19
EiC,CX,60,17900,298.3,2016-06-20
EiC,CX,36,13000,361.1,2016-06-21
EiC,CX,63,18150,288.1,2016-06-22
EiC,CX,252,67900,269.4,2016-06-23
EiC,CX,140,38600,275.7,2016-06-24
EiC,CX,138,35500,257.2,2016-06-25
EiC,CX,112,30800,275,2016-06-26
EiC,CX,94,25150,267.6,2016-06-27
EiC,CX,180,48600,270,2016-06-28
EiC,CX,68,21300,313.2,2016-06-29
EiC,CX,70,19750,282.1,2016-06-30
EiC,CX,95,29100,306.3,2016-07-01
EiC,CX,91,29750,326.9,2016-07-02
EiC,CX,76,24800,326.3,2016-07-03
EiC,CX,64,19100,298.4,2016-07-04
EiC,CX,152,41750,274.7,2016-07-05
EiC,CX,50,13000,260,2016-07-06
EiC,CX,57,17900,314,2016-07-07
EiC,CX,41,15750,384.1,2016-07-08
EiC,CX,37,11100,300,2016-07-09
EiC,CX,40,12200,305,2016-07-10
EiC,CX,64,19000,296.9,2016-07-11
EiC,CX,84,24600,292.9,2016-07-12
EiC,CX,90,27050,300.6,2016-07-13
EiC,CX,35,9950,284.3,2016-07-14
EiC,CX,48,14250,296.9,2016-07-15
EiC,CX,128,45200,353.1,2016-07-16
EiC,CX,57,16350,286.8,2016-07-17
EiC,CX,47,14300,304.3,2016-07-18
EiC,CX,43,13700,318.6,2016-07-19
EiC,CX,57,18600,326.3,2016-07-20
EiC,CX,37,12000,324.3,2016-07-21
EiC,CX,112,32850,293.3,2016-07-22
EiC,CX,192,50850,264.8,2016-07-23
EiC,CX,47,15950,339.4,2016-07-24
EiC,CX,47,17450,371.3,2016-07-25
EiC,CX,39,15500,397.4,2016-07-26
EiC,CX,82,24800,302.4,2016-07-27
EiC,CX,101,33700,333.7,2016-07-28
EiC,CX,86,26100,303.5,2016-07-29
EiC,CX,87,24900,286.2,2016-07-30
EiC,CX,116,35500,306,2016-07-31
EiC,CX,97,31450,324.2,2016-08-01
EiC,CX,73,22900,313.7,2016-08-02
EiC,CX,31,11500,371,2016-08-03
EiC,CX,37,13100,354.1,2016-08-04
EiC,CX,47,15900,338.3,2016-08-05
EiC,CX,22,7900,359.1,2016-08-06
EiC,CX,27,8150,301.9,2016-08-07
EiC,CX,33,14050,425.8,2016-08-08
EiC,CX,18,6950,386.1,2016-08-09
EiC,CX,34,10750,316.2,2016-08-10
EiC,CX,44,13250,301.1,2016-08-11
EiC,CX,40,13650,341.3,2016-08-12
EiC,CX,31,12700,409.7,2016-08-13
EiC,CX,25,9400,376,2016-08-14
EiC,CX,27,8850,327.8,2016-08-15
EiC,CX,38,12100,318.4,2016-08-16
EiC,CX,32,10100,315.6,2016-08-17
EiC,CX,37,11700,316.2,2016-08-18
EiC,CX,31,9950,321,2016-08-19
EiC,CX,30,10200,340,2016-08-20
EiC,CX,37,9400,254.1,2016-08-21
EiC,CX,45,13700,304.4,2016-08-22
EiC,CX,29,10200,351.7,2016-08-23
EiC,CX,24,6850,285.4,2016-08-24
EiC,CX,39,11300,289.7,2016-08-25
EiC,CX,25,8150,326,2016-08-26
EiC,CX,16,6800,425,2016-08-27
EiC,CX,52,13350,256.7,2016-08-28
EiC,CX,45,11600,257.8,2016-08-29
EiC,CX,33,8950,271.2,2016-08-30
EiC,CX,123,34850,283.3,2016-08-31
EiC,CX,40,10350,258.8,2016-09-01
EiC,CX,36,10700,297.2,2016-09-02
EiC,CX,15,5150,343.3,2016-09-03
EiC,CX,47,16800,357.4,2016-09-04
EiC,CX,32,8700,271.9,2016-09-05
EiC,CX,86,25100,291.9,2016-09-06
EiC,CX,47,12050,256.4,2016-09-07
EiC,CX,34,9700,285.3,2016-09-08
EiC,CX,26,7900,303.8,2016-09-09
EiC,CX,20,7100,355,2016-09-10
EiC,CX,28,8200,292.9,2016-09-11
EiC,CX,23,8350,363,2016-09-12
EiC,CX,36,10500,291.7,2016-09-13
EiC,CX,59,15550,263.6,2016-09-14
EiC,CX,182,49200,270.3,2016-09-15
EiC,CX,88,22700,258,2016-09-16
EiC,CX,31,8700,280.6,2016-09-17
EiC,CX,5,1600,320,2016-09-18
EiC,CX,31,9800,316.1,2016-09-19
EiC,CX,34,9200,270.6,2016-09-20
EiC,CX,25,8350,334,2016-09-21
EiC,CX,31,8900,287.1,2016-09-22
EiC,CX,37,10050,271.6,2016-09-23
EiC,CX,27,9200,340.7,2016-09-24
EiC,CX,28,7350,262.5,2016-09-25
EiC,CX,23,6600,287,2016-09-26
EiC,CX,41,12150,296.3,2016-09-27
EiC,CX,32,8700,271.9,2016-09-28
EiC,CX,38,12450,327.6,2016-09-29
EiC,CX,49,15900,324.5,2016-09-30
EiC,CX,31,10000,322.6,2016-10-01
EiC,CX,42,13100,311.9,2016-10-02
EiC,CX,31,8100,261.3,2016-10-03
EiC,CX,48,14250,296.9,2016-10-04
EiC,CX,41,12300,300,2016-10-05
EiC,CX,66,28250,428,2016-10-06
EiC,CX,51,18800,368.6,2016-10-07
